id,tweet,label,length
train_yoruba_00584,"""sleep sef no gree me after reading all the stories on the tl, god abeg we no know who we offend for this country, but please forgive us, this suffering too much...😥💔 don't let all our efforts be in vain, oluwa o emuwa bori awon oloriburuku agbaya ti won dari ijoba wa yii🤲🏿.amin""",Abuse,280
train_yoruba_00585,"""kiitete bi'nun sugbon awon omo ale eniyan niifaa.""",Normal,51
train_yoruba_00586,"""@username jagaban borgul omo olodo ide, ijaya fun awon obituary people. remain strong to take nigeria to the promise land... bat 2023 a done deal""",Normal,147
train_yoruba_00587,ẹni à bá tá ká fowó ẹ̀ ratupa o ni òhun ẹni àjítannáwò lóru ọmọ àlè,Abuse,67
train_yoruba_00588,òfin tí a bá torí ẹrú dá,Hate,24
train_yoruba_00589,wéré no bobo yí,Abuse,15
train_yoruba_00590,"""the vice president who represented @username , made the observation today in his remarks at the funeral service for the late otunba balogun held at cathedral church of our saviour in ijebu ode, ogun state. ##url",Normal,212
train_yoruba_00591,dailly affirmation bí a bá ní sùúrù ohun tí kò tó ṣì ńbọ̀ wá ṣẹ́kù if we are patient whatever is insufficient would be excessive soon enough keep hope alive the best is yet to come,Normal,180
train_yoruba_00592,Oti yawerey… you are just a pawn in the game of politics,Abuse,56
train_yoruba_00593,sọ àwọn ọ̀rọ̀ ní yorùbá pronounce words in yoruba ̀dog ajá monkey ọ̀bọ goat ewúrẹ́ pls su,Normal,89
train_yoruba_00594,ọkàn rẹ̀ ni wípé gbẹ̀jì ni ó ń múra ìjà lọ àyàfi ìgbà tí ó bá ara rẹ̀ ní ẹnubodè ìwéré àwọn oníṣẹ́ ọba tí wọ́n síwájú àwọn olórí àti ọmọ ogun lọ sí ìwéré ní láti jẹ́wọ́ wípé ìwéré ni ọba ní kí àwọn tàn wọ́n lọ àsìkò tó ṣe rẹ́gí fún baṣọ̀run òwòta,Normal,246
train_yoruba_00595,"""what's this called in yoruba language? kini a pe eleyi ni ede yoruba? ##url",Normal,76
train_yoruba_00596,ọmọ ìlú ìjẹ̀bú ni èjìlù àti málàkì àwọn lẹni tó mú egúngún ẹ̀yọ̀ wọ ìlú èkó ní ọdúnun,Normal,85
train_yoruba_00597,"""he’s actually very cute. oro buruku kan kun enu e ni 😂 ##url",Normal,61
train_yoruba_00598,ọlọ́gbọ́n ni í fi ọ̀ràn elòmíràn kọ́gbọ́n òmùgọ̀ á fi tirẹ̀ kọ́gbọ́n it is a wise person who learns from the exper,Normal,114
train_yoruba_00599,wọ́n rò pé wèrè ni ️ adébáyọ̀ fálétí,Abuse,36
train_yoruba_00600,"""@username olodo ni eleyi oo😂😂😂.... emi omo woli agba ##url",Abuse,59
train_yoruba_00601,"""@username fargo ko fanyogo ni.. olodo it’s fargot ##url",Abuse,56
train_yoruba_00602,"""lamba yìí tíì tó ##url ##url",Normal,29
train_yoruba_00603,rẹ́rẹ́ rún nílùú libya bí a bá ń naka àbùkù sì libya ó yẹ ká pé àkíyèsí àwọn ìjọba wá láti gbájúmọ́ ojúṣe wọn láb,Normal,113
train_yoruba_00604,"""@username oloriburuku ni awon obidiots yen. they don't know anything at all""",Abuse,77
train_yoruba_00605,ohun obinrin yii sọ pe ki i ṣe arun korona lo paayan rẹpẹtẹ ni kano bikoṣe ẹrọ ẹrọ yii ni wọn tan ina si ni kano to bẹrẹ si i pa gbogbo wọn ohun ti obinrin naa sọ ree irọ funfun balau ẹ ka a lori,Normal,195
train_yoruba_00606,ọmọ odùduwà dìde bọ́sípò ẹ̀tọ rẹ ìwọ ni ìmọ́lẹ̀ gbogbo adúláwò 𝑅𝑖𝑠𝑒 𝑢𝑝 𝑐ℎ𝑖𝑙𝑑 𝑜𝑓 𝑂𝑑𝑢𝑎 𝑇𝑎𝑘𝑒 𝑦𝑜𝑢𝑟 𝑟𝑖𝑔ℎ𝑡𝑓𝑢𝑙 𝑝𝑙𝑎𝑐𝑒 𝑌𝑜𝑢 𝑎𝑟𝑒 𝑡ℎ𝑒 𝑙𝑖𝑔ℎ𝑡 𝑜𝑓 𝑡ℎ𝑒 𝑏𝑙𝑎𝑐𝑘 𝑤𝑜𝑟𝑙𝑑 this is my fav part of the anthem,Normal,180
train_yoruba_00607,"""let's petition that country to deport her ... she must enjoy this enjoyment... olofo! ##url",Abuse,92
train_yoruba_00608,"""emi l'ó fa sábàbí tí a fi máa ń fi orúkọ àpèlé agbẹ́jọ́rò àti ọba ìlọrin ìgbà kan rí (kọ́lápọ̀) sulu-gambari pe ẹni tí kò já fáfá nílẹ̀ yoòbá? ǹjẹ́ ẹ lè sọ fún mi bí?   @username #ibrahimgambari #yoruba #ayalo ##url",Normal,216
train_yoruba_00609,lẹ́yìn tí olú akengbuwa ii di olóògbé ọgọ́rinlémẹ́jọ ọdún ni ò fi sí olú ní,Normal,75
train_yoruba_00610,"""wàhálà ńlá ni fún ènìyàn dúdú láti gbé ní ìlú amerika, gbogbo ènìyàn dúdú ni odaran l'ójú àwon oyinbo yìí,   ódindi ọkùnrin igiripa jáde síta pelu pátá ni ìdí, wéré yìí tún ń béèrè bóyá ibè lo ń gbé. ayé gbogbo yín máa bàjé ni amerika yẹn, èé ni ni ìsinmi, èmi lọ sọ bẹ́ẹ̀😂 ##url",Hate,280
train_yoruba_00611,"""@username omo ale yoruba ni iwo ekundayo,if u are not a bustard,know hausa man or igbo man have condemned atiku,frm gove rabiu kwakaso nor peter obi.why u yorubas are always condemming ur brother tinubu.tinubu was the best gov when he was governing lagos state""",Abuse,262
train_yoruba_00612,"""orukọ́ ẹranko àti àwòrán – yoruba names of animals and pictures -  ##url",Normal,73
train_yoruba_00613,"""@username lol. crying behind an emoji. eti lule""",Abuse,49
train_yoruba_00614,"""@username ori lo gbe ki shey ole!""",Normal,35
train_yoruba_00615,"""@username awon eleyi ti fenu pa baba oni baba""",Normal,47
train_yoruba_00616,"""@username onigbese ni bobo yen. ako tile ta omo ale jatijati.""",Abuse,63
train_yoruba_00617,kódà wọ́n yà ju wèrè lọ ni google so di shadrach ẹ̀rọ atúmọ̀ wọn ti ṣáyó,Abuse,72
train_yoruba_00618,"""mo yà werey gán má fí igbaju ginger iya e ##url",Abuse,48
train_yoruba_00619,"""@username osinwin mashanfani odaran omo ale,keep managing your fraction of just $20 worth of btc""",Abuse,98
train_yoruba_00620,"""@username egbe gbogbo enu radarada yin soun. afofun gbemu. ori yin o kpe rara. talo gbe enu yin soro? pa olohun pele. oshi""",Abuse,124
train_yoruba_00621,"""shey ile baba e lo n pe ni trenches?. omo ale jatijati😏😏""",Abuse,58
train_yoruba_00622,Oloriburuku Omo ale....we don't want atowunrinwa in our government house,Hate,72
train_yoruba_00623,"""awon ole ati oloriburuku somebody ##url",Abuse,40
train_yoruba_00624,"""@username just like your mother is the glorified ode. oponu afofun gbemu,vote your choice and hold your peace,omo irankiran ti o le dide. omo iran figolosho. ebi melo lo le de ibi ti tinubu wa loni,omo ale yoruba,etanu yii naa lo mu won wa loju bi omi adagun. onilaara oshi.""",Abuse,276
train_yoruba_00625,"""@username coming from a misogynistic bigot like you is 🤮🤧🥵 oloriburuku omo ale, o ma so fo danu, isinku e oni jere""",Abuse,116
train_yoruba_00626,"""just posted a photo @ igando oloja, ibeju lekki ##url",Normal,54
train_yoruba_00627,mo ti kuro ni le baba landlord o keni keni ma wa mi o da wipe omobinrin re yen ti loyun o de ma n paro ju odigba yorubatwittercommunity yoruba ramadan,Abuse,150
train_yoruba_00628,dàda olórí ọ̀pẹ onírun àjíwun aráa lágelú tó dirun ọ̀run roboto tó sọra rẹ̀ di dàda ògbegun,Normal,91
train_yoruba_00629,"""@username omo oloja oke ni di ogun,omo fabunmi orara lada. omo afaganja omo arogun yo. omo oke agbonna, omo oke ludi ogun atiri ogu #ekititwitter #ekititour #ekititotheworld""",Normal,175
train_yoruba_00630,"""ole ni gbogbo yin, eni kure ##url",Abuse,34
train_yoruba_00631,ajá tó rí ìkokò tí ngbó èṣù ò ṣe ìkokò ajá ní í ṣe bẹ́ẹ̀ ganan ni ọ̀rọ̀ ọ̀tá rí,Normal,79
train_yoruba_00632,"""@username na agun go kill you last last oloriburuku omo irankiran omo ale""",Abuse,75
train_yoruba_00633,kò sí bí imú ṣe lè tóbi tó kó lè gba ọ̀rọ̀ ẹnu sọ no matter how big the nose is it cant take over the speaking role of the mouth we all are unique and have our different strengths envy no one stay and bloom in your place,Normal,220
train_yoruba_00634,"""i had just ended a relationship of many years to a pure fulani ilorin babe that time.  then, my dad asked, ""ọmọ ibo ni girl tón sọ yẹn?"". me excitedly replied: eko niwọn. dad's eyes immediately. 😑😳 eko ké? me: kódà eko ni wọn lọ́nà mejeji. dad: ah, shey ọmọ tán""",Normal,263
train_yoruba_00635,"""this ayobami took ffk to the agege abattoir  🤣🤣🤣🤣😂😂😂😂😂😅😅😅😅😅 o ba to weyrey just dáànu !  ##url",Normal,95
train_yoruba_00636,"""is it bcos i owe you that's why you are calling me this early momo  pele oo talika onibinu,alainikansee,onigbese,oniranu😂  you didn't remember wen you're texting or calling for the money abi 🌝🌝 #jemeelahh_ #_ablaii #ilorin #insideilorin""",Abuse,238
train_yoruba_00637,orín ni mo máa ń kọ́ọ́ lò bí mo jí lóòwúrọ̀ búrọ́ọ̀ṣì bí mo jẹun tán koko leyínìn mi le n ò sí lárun ẹnu ṣé kí n ṣí i,Normal,117
train_yoruba_00638,ẹ bá mi kìlọ̀ fajáni kò fọwọ́mu àṣàkẹ́ lọla àti sade ifè olójú mẹta arike nìkan ni tèmi kò má de bẹ ayinde yàtò sajani olójú mẹ́ta,Normal,130
train_yoruba_00639,"""olofo wò ni eleyi? ##url",Abuse,25
train_yoruba_00640,"""soro werey peren, mo ma gba iya e ni blocking ni.""",Abuse,51
train_yoruba_00641,"""ori jide ti pada daru! odindin gomina????""",Abuse,43
train_yoruba_00642,"""everyone seems happy as the olori omo oba, wasiu ayinde k1 visit awùjalẹ̀ of ijebu land, ọba sikiru kayọde adetọna ##url",Normal,121
train_yoruba_00643,ẹni tó dàgbà jù ní ìlú náà wọ́n mu gẹ́gẹ́ bíi bàbá wọn àwọn ìran tó ń kọjá pèé ní alálẹ̀ wọn tí ó mú kí ẹ̀yà ìjẹ̀bú fi di ìdásílẹ̀ ọ̀rọ̀ ẹbọníta tí wọ́n ń pè ní àtibẹ̀rẹ̀ ni wọ́n gbàgbọ́ wípé bí ìran ti ń kọjá lọ ó di ọbaníta ọba ní oríta,Normal,238
train_yoruba_00644,"""@username your job is to lament and please keep wailing kkkkk. ode oshi jatijati omoale omo iran kiran gbogbo. you can help yourself now...""",Abuse,141
train_yoruba_00645,"""ẹniyan tí ayé le tí wọn o bá ló n di ọmọ burúkú ní igbeyin tàbí kí wọn pè ìyá iru e ní ajé .... with @username ##url",Normal,117
train_yoruba_00646,@officialjandor  haaa failure lo ba de  @jidesanwoolu  has won,Abuse,62
train_yoruba_00647,yunfa ló gba àwọn ọ̀darànmọràn fúlàní lálejò lókè ọya aareonakakanfo àfọ̀njá ló pè wọ́n wá sí ilẹ̀ káàárọ̀oòjíire àm,Hate,116
train_yoruba_00648,"""if you like off your pant because of valentine gift 💝 tię ta ni’yęn                  see as werey dey blushing like she never see 🤍 and ❤️ before                      ólòjú kókòrô õmõ ##url",Abuse,190
train_yoruba_00649,"""7. 🦁 ni olóòlà-ijù 🐘 ni àjànàkú tí í migbó kìjikìji ___ ni ẹranko à-mú-j'àgan  #ibeere #yoruba #oriki #eranko""",Normal,111
train_yoruba_00650,ajá mọ ọmọ tirẹ̀ í fún lọ́mú ó mọ ti odù ọ̀yà í kì mọ́lẹ̀ kíni odù ọ̀yà ibeere yoruba owe,Normal,89
train_yoruba_00651,"""this is the period you start planning how to save your salary. by next week plan tí dàrú.""",Normal,91
train_yoruba_00652,"""koshi danu... omo ale jati jati... omo alai niran... ##url",Abuse,59
train_yoruba_00653,"""this is the newly coronated olori omo oba ijebu throwing his hands up to abu abel.  when we said he was a downgrade to otunba subomi balogun people were frothing at the mouth.  anyway “thine body will alert thee” as @username said by the time they are done with us all. ##url",Normal,276
train_yoruba_00654,ẹ̀lààsòdè mo ti àṣẹ èṣù bọnu ọ̀ràmfẹ̀ fi àrìrá rẹ sán pa wọn gbogbo àwọn tí kò fẹ́ kí àwọn ọ̀dọ́ ó gbérí àwọn tí kò fẹ́ kí nàìjíríà ó tòrò ṣàngó olùkòso fi igba ọta bá wọn lálejò àṣẹ,Abuse,182
train_yoruba_00655,"""am at post office ooo @ odogbolu - ijebu ode.. ##url",Normal,53
train_yoruba_00656,"""pls hlp me retweet wit ameen even u don't understand what i say. it goes to the person that do the recording  ko ni da fun iyalaya re!  gbogbo generation re ma gbe inu igbo!  sango lo pa iyalaya baba to bi baba  re ati baba iya re oloshi oponu oni je re awon omo re.. iku na pa e! ##url",Abuse,287
train_yoruba_00657,"""ómó ale yì fé doh mì ó wá ndi bòn 🙄 émí gán fé doh é jù 😒""",Abuse,59
train_yoruba_00658,"""ojo n ro,shere ni ile,ma wo inu ojo ,ki aso re mama tutu…..lemme see if you’ll understand 🙄,i too know oshi 🙄""",Normal,111
train_yoruba_00659,"""433k, ole gbewiri omo jatijati""",Abuse,32
train_yoruba_00660,"""your tl is so quite like burial ground. eti lule danu 🙄 ##url",Abuse,62
train_yoruba_00661,"""@username oloriburuku òmó wereeeeey  @username u better come carry this useless boy 😚😔""",Abuse,88
train_yoruba_00662,"""@username drama group 🤣🤣😂😁 ... failure group.....mumu 🤣😂😁🤣😂 sope otilo 🤣😂😂🤣🤣""",Abuse,78
train_yoruba_00663,"""awon omo ale gbogbo! ##url",Abuse,27
train_yoruba_00664,Werey ni Bobo Chinedu MIT yi Sore Loser like your liar oga OBI,Abuse,62
train_yoruba_00665,"""@username olofo àwọn má ṣe anfani eda dédé wonyi...""",Abuse,53
train_yoruba_00666,"""@username mr najeem arindi .. omo sanlé why is you and your president flexing in another man’s country . oloriburuku ti bayin tipé  you are over 45 years old and your country is still in a mess . they are doing meeting of how to steal . you dey happy .""",Abuse,254
train_yoruba_00667,"""@username oponu, didirin di robo, ode jati jati 😏😏""",Abuse,52
train_yoruba_00668,"""omo ijebu ni mi❤️❤️❤️❤️ ##url",Normal,30
train_yoruba_00669,"""portable ti ya werey. 😅 onimukumu omo ale jatijati ##url",Abuse,57
train_yoruba_00670,àbọ̀ ọ̀rọ̀ la ńsọ fún ọmọlúwàbí tó bá dénú rẹ̀ á dodindia word is enough for the wise yoruba proverb,Normal,100
train_yoruba_00671,"""""tinubu built lagos"" see wetin he build. awon oloriburuku gbogbo ##url",Abuse,71
train_yoruba_00672,ìlú mi tí èèbó ti fi búrẹ́dì kó lọ́bẹ̀ jẹ alákòówábá lọ tán àwa ara wa náà ń ṣe àwaarawa araìlú bí ọṣẹ́ ti í ṣojú ó ga,Normal,118
train_yoruba_00673,"""olodo òsì 🏃🏃🏃🏃 ##url",Abuse,21
train_yoruba_00674,"""@username 😂 oloriburuku omo ale … ki odun yi to pari won maa gbe iwo ati gbogbo family eran sin ..oo ni jere…ile ma ko oku iya e… elede lo ma je oku baba e…oro ekun oni tan ninu idile tiwon gbe bi e…bi aye banje aye..ooni bawon sorire..tueh o depe..ase gunnn""",Abuse,260
train_yoruba_00675,"""@username but why do you people used to do like olóriburúkú  like this? you'll start typing in english then pari ẹ̀ with èdè keèdè. nonsense ni gbogbo iyẹn now""",Abuse,161
train_yoruba_00676,ìjọba ò fi padà fún mẹ́kúnnù ta ló yẹ kí ó máa ṣe àwáríi àkàndáèèyàn ọlọ́pọlọ bí kì bá ṣe ìjọba,Normal,95
train_yoruba_00677,"""kìnìún l’ọba ẹranko ##url",Normal,26
train_yoruba_00678,"""@username oloriburuku omo, wetin u don achieve for ur life? omo adanu, o ni shorire.""",Abuse,86
train_yoruba_00679,"""landlord: go up and call your dad for me me: he is not home landlord: i said go and call your debtor father for me.... ""oloshi, o fè bá ilè mi jè  me: ##url",Abuse,157
train_yoruba_00680,"""we launched our new shawarma packaging look today 💃💃💃💃💃  paper bag @username is your sure shawarma plug in ìjẹ̀bú-òde 🎉🎉🎉  all glory to god 🙏 @ ijebu ode ##url",Normal,160
train_yoruba_00681,"""@username what i ordered vs what i got...😂😂😂😂😂😂ani oloriburuku ni eyin veehives yi.. ##url",Abuse,91
train_yoruba_00682,"""@username olóríburúkú ni gbogbo àwon okùnrin ilé yín including yur father  in yur entire life don’t ever mention my parent to any cruise  omo òfò""",Abuse,147
train_yoruba_00683,imoran ẹ̀yín ará ẹ jẹ́ kí elédùà jẹ́ olùrànlọ́wọ́ wa ní gbogbo ìgbà ẹ̀dá èèyàn á máa dójú tini nígbà mírànede,Normal,109
train_yoruba_00684,"""@username awon oponu...radarada oshi..(get a yoruba friend to help translate)""",Abuse,79
train_yoruba_00685,"""them don give this jargons to you too to tweet. una go dey alright last last.  olofo lo ni bínú ologo. ##url",Abuse,109
train_yoruba_00686,ikú ò pé méjì ọ̀kan ṣoṣo àjànàkú tí í migbó kìjikìji ikú tí í pa ọlọ́lá pa tálíkà olóríibúu rẹ̀ kì í bẹ̀rùn ẹnìkan,Abuse,114
train_yoruba_00687,"""eleyi ko ki se omo ale...omo wa ni ##url",Normal,41
train_yoruba_00688,"""@username ode ni baba re. omo ale jatijati""",Abuse,44
train_yoruba_00689,ọ̀pọ̀lọpọ̀ ìlú ìjọba ìjẹ̀bú mú ètò ààbò fún ìlú wọn láti dẹ́kun ìjínigbé bí wọn kò ti lè dá èèyàn tó jẹ́ ajínigbé mọ̀ yàtọ̀ sí èèyàn tó ń bá tiẹ̀ lọ àlejò tí ìrìn rẹ̀ kò bá dán mọ́rán tí kò sì lè ṣe àlàyé ohun tí òhun ń ṣe nínú ìlú ìjẹ̀bú,Normal,238
train_yoruba_00690,"""@username can you be my olori, let me be your oloriburuku 🙈😉""",Abuse,62
train_yoruba_00691,clip from aye ọlọmọ kanremioshodi this scene yorùbá  mummy you want me to break down emotiona,Normal,93
train_yoruba_00692,"""god bless otunba rotimi ajanaku rotimi.ajanaku #250kgiveaway @username @ lagos, nigeria ##url",Normal,94
train_yoruba_00693,"""obìnrin yà werey gidi gan....""",Hate,31
train_yoruba_00694,"""dada ólé ja buh oni egbon toh gbojule                               the égbon 👇👇 ##url",Normal,87
train_yoruba_00695,"""olofo lon binu ologo  still playing that snippet in my head.  🤞🏾""",Abuse,66
train_yoruba_00696,"""kí lọ́kàn irú wá yí pẹ̀lú standard radarada. ìyẹn tí kọjá. 😁   make una do wetin rock your boat. if you like wake up by 1am or 5pm,na una know. and if you like, take your girl out to clean the whole street because of love, na una sabi.""",Abuse,237
train_yoruba_00697,kọ́ńsónáńtì aránmúpè ḿ àti ń wọ́n jẹ́ kọ́ńsónáńtì tó lè dá dúró fún ara wọn nínú gbólóhùn báyọ̀ ń lọ sí ilé àrà m̀ bá dá wọ́n lè bẹ̀rẹ̀ ọ̀rọ̀ ǹjẹ́ ḿbẹ ńkọ́ wọ́n ma ń gbé àmì sórí m̀ ḿ ń ǹ kọ́ńsónáńtì lè tẹ̀lé wọn ǹjẹ́ ḿbẹ,Normal,221
train_yoruba_00698,ẹ káàsán o ìyáa wa bó o lònìí oníṣẹ́ẹ̀ mi ti wà níléiṣẹ́ẹ yín àmọ́ wọ́n lẹ́ni máa fúnun níwé ìwọlé kò sí ńtòsí,Normal,110
train_yoruba_00699,"""oloshi ni won ##url",Abuse,20
train_yoruba_00700,"""the iya oloja general of nigeria,  chief mrs @username led other markets leaders to endorse mr @username the @username for lagos east senatorial district in the forthcoming bye-election.   23rd september, 2020 ##url",Normal,216
train_yoruba_00701,"Werey oni iro, fake agenda like fake electronics",Abuse,48
train_yoruba_00702,"""omo olodo oba omo oba telumere , omo olodo kan oterere omo olodo kan otarara @ ejigbo ##url",Normal,92
train_yoruba_00703,"""@username ""omo ale ni oma fi owo osi ju we ile baba re"". it's bastards that point to his/her father's house with a left fingers. if they cannot trace their root back to north then they're all bastards.  the best thing is for gmb to adopt them &amp; create a space 4 them in daura lobatan.""",Abuse,290
train_yoruba_00704,Oloriburuku omole olodo and u still dey r.p.e okpekes,Abuse,53
train_yoruba_00705,ó parí àgbà ti ńdé sí kọ́un àmọ́ káṣìmáawòó ṣá ó lè tún yí padà,Normal,63
train_yoruba_00706,"""@username werey lọ pò jù lori twitter yìí walahi. àwọn ọmọ kò mọ""",Abuse,66
train_yoruba_00707,orí bíbẹ́ ni fún àwọn tí wọ́n rú òfin aníwúrà jẹ́ olórí alátakò fún ààrẹ ọ̀nà kakaǹfò ààrẹ látòòṣà ààrẹ látòòṣà kọ ẹ̀yìn sí ìwà aburú aníwúrà sí àwọn ẹrú rẹ̀ ó sì ráńṣẹ́ pe aníwúrà ṣùgbọ́n aníwúrà kọ etí ikún sí ìpè náà,Normal,219
train_yoruba_00708,ọya ò sá nítorí ó ní ọ̀pá ìyanu lọ́wọ́ ó dúró de ògún ọkọ rẹ̀ láti fi ìjà pẹ́ẹ́ta,Normal,81
train_yoruba_00709,"""@username the only answer of 2023 . others shall lule 😭😭😭😭 awon ole gbogbo 🤡🤡🤡🤡 ##url",Abuse,86
train_yoruba_00710,"""@username this one don wake up, the chicken has come home to roost! è nì sun sè, èyin òlòriburuku dèdè!""",Abuse,105
train_yoruba_00711,ǹjẹ́ àdúrà ti bẹ̀rẹ̀ wọ́n ní àdúrà tí ọmọ nàìjíríà gbà lọ́jọ́ ẹtì tó kọjá ló mú yege bó bá jẹ́ òótọ́ kí àwọn aládùúrà ìjẹ́rin ó tún ṣe bẹ́ẹ̀ kí a borí argentina láṣàálẹ́ yìí àbí báwo,Normal,182
train_yoruba_00712,"""@username oti yawerey oloriburuku, due to self interest wish your family was among those that were shot at the lekki toll gate, oloribu onikure koni dafu iya e""",Abuse,161
train_yoruba_00713,"""@username gbàdúrà koma sagbako omo ibo. oju anu lásán ni won nwa. won ko feran wa. ogun abele. abiola mko. awọn ni alatako wa. nigbaye jonathan ebele, ipo wo ni yorùbá wa nínú ìjọ wọn? to ba fi ile rent fún wọn, bi won se ma gbe ile rẹ lọwọ'e ni won ma wa. nollywood won, omo'yoba ..""",Hate,285
train_yoruba_00714,"""eh sir, ere ki l'aja n ba ekun se o? onibara yin b'ole bo ##url",Normal,64
train_yoruba_00715,bílíkí súlè ẹ kú ọjọ́ ìbí o igba ọdún ọdún kan ni | bílíkí súlè,Normal,63
train_yoruba_00716,gbogbo eniyan ni a bi ni ominira iyi ati eto kookan si dogba won ni ebun ti laakaye ati ti eriokan o si ye ki won o maa huwa si ara won gege bi omo iya,Normal,151
train_yoruba_00717,Lori iro. Lamba.,Abuse,16
train_yoruba_00718,"""gbogbo yin ti ya were  eyin olofo ##url",Abuse,40
train_yoruba_00719,"""oloshi ni awon eleyi""",Abuse,22
train_yoruba_00720,"""otu chelsea...awon otu oshi jati jati.""",Hate,40
train_yoruba_00721,awon were àwọn wo tún nìyẹn o ṣé wèrè gbígbẹ ni wọ́n ni àbí tútù,Abuse,65
train_yoruba_00722,"""olofo l’on binu ologo…  man no fit tire man always on the roll…""",Abuse,65
train_yoruba_00723,"""@username how is your premiership title chase coming?  ọ tí lule! ##url",Abuse,72
train_yoruba_00724,who do we eulogize this way ọmọ gbélé gbé ìgbẹ́ ọmọ gbé ní oko gbé ní ijù iwájú jí ẹ̀ṣọ́ ti ń gba ọ̀tá ẹ̀ṣọ́ kan kìí gba ọta láti ẹ̀yìn ọmọ arógun jó ọmọ arógun yọ̀ ọmọ agbogun ṣowó ṣe ọmọ aṣáájú ogun máà kẹ́yìn ogun,Normal,216
train_yoruba_00725,anjami ni a kọ́kọ́ fi ń kọ èdè yorùbá sílẹ̀ àmúlùmálà èdè lárúbáwá ni anjemi,Normal,76
train_yoruba_00726,"""#iamholuwaseyi  #jaykem2019  #iamholuwaseyi1 @ oki olodo junction,ibadan! ##url",Normal,80
train_yoruba_00727,"""po started importing products of sa brewery in 1993 which later establish international brewery in nigeria. lamba as actual, international brewery was established by chieflawrence omole an ijesha man from osun state in 1971, it owns intafact brewery onitsha established 2017 lamba ##url ##url",Normal,293
train_yoruba_00728,"""irú àwọn ọmọ wo tún làwọn eleyi bayi? ##url",Normal,44
train_yoruba_00729,kírìríjingbin ìlú ogun ti ń dún káàkiri ìlú abẹ́òkúta gbogbo ọmọ ogun ń súré ṣẹ́ṣẹ́ lọ sí ògiri tí ó dúró gẹ́gẹ́ bíi odi ìlú àwọn obìnrin àti ọmọdé ń sá kíjokíjo kiri òpópónà wọ́n ń ké lóhùn réré wọ́n sì ń ki àwọn ọkùnrin láyà ogundahomeyatiegba yoruba,Normal,252
train_yoruba_00730,"""@username the only rubbish under this tweet is the one parents made... oloriburuku eyan.""",Abuse,90
train_yoruba_00731,"""@username ode oshi okponu radarada! hope you enjoyed your 2 mins fame didirin.. kpele mr accompany.. alai ni ronu ara galatia!  #sarsmustend #sarsmustend #sarsmustend""",Abuse,168
train_yoruba_00732,"""@username oloriburuku ni ee tele""",Abuse,34
train_yoruba_00733,"""@username gbogbo eleyi o necesstry 😂""",Normal,38
train_yoruba_00734,"""your mother at home is a prostitute! oloriburuku omo ale! ##url",Abuse,64
train_yoruba_00735,wọ́n torí ajá ńlóṣòó,Abuse,20
train_yoruba_00736,"""naira marley said ""... werey olosho olobo n5k"" and boys are in the comment laughing   men/boys enjoy slut-shaming 🤦🏾‍♂️""",Abuse,121
train_yoruba_00737,láyé elékòó ọba ológunkútèrè ni a pa á láṣẹ kí eré lọ sí ìsàlẹ̀ èkó,Normal,67
train_yoruba_00738,"""@username eleyi ti ta were oo😡😡imagine wats coming out from dis one mouth,animal oshi""",Abuse,87
train_yoruba_00739,emi ni mo ma lead protest against iwo bobo ade yi won o ni verify e iru wo niyen,Normal,80
train_yoruba_00740,ọoa ta lẹ rí tó lọ sọ́run bọ̀ rí tó dé tó ní báyìí ni wọ́n ń ṣe lọ́run kò sí ṣé a rí ẹni tó lọ tó dé rí tó ní òun kò rí ọ̀run wọ̀ ẹ máà jẹ́ ká tanra wa jẹ nígbà tí kò ti síyẹn èmi ò gba gbogbo èyí táwọn ẹlẹ́sìn méjèèjì ń ṣe yẹn gbọ́ rárá,Hate,237
train_yoruba_00741,ma se gbe gbogbo igbesi ati igbese aye e sori afefe   ri daju pe site ti ofe san owo si ni ojulowo pe ode ni idabobo,Normal,116
train_yoruba_00742,"""it was obi-dients supporters that made peter obi expectation so high now won ti lule""",Abuse,86
train_yoruba_00743,"""update on ijebu ode-epe road project  the 14klm ijebu ode-epe road construction which was flag-off february last year is 90% completed, the road when completed will ease gridlock on lagos-ibadan expressway.  #buildingourfuturetogether #iseya #ogunstate ##url",Normal,259
train_yoruba_00744,"""@username awon olofo, won n binu ologo.. oga go and rest, you no dey tire? spreading fake news up and down. shior😃😃😃😃""",Abuse,119
train_yoruba_00745,"""just look at somebody's father going to steal phones worth over n2m in computer village. i pray this thief is caught and brought to book. oloriburuku olé. ##url",Abuse,161
train_yoruba_00746,lóòótọ́ làwọn yorùbá máa ń wí pé ibi ayé bá ń yí sí ká máa bá wọn yí ṣùgbọ́n kì í ṣe ti sísọ ara wa di ẹranko,Abuse,109
train_yoruba_00747,"""if you live in osogbo around omobolanle through leisure springs hotel/ estate axis. stay indoors, igboro ti dàrú. until the riots are over.  rt  #endsars""",Normal,155
train_yoruba_00748,"""@username baba e, baba to bi baba e, iya e, iyalaya e gbogbo ebi iya e omo ale. oloriburuku omo ale ti'oni ku're. sango ma kpa iya e ati baba. do you know who your father is, you think it's that randy he-goat sniffing your mother's ass. go to your olosho mother for explanation, bastard!""",Abuse,289
train_yoruba_00749,"""garri ijebu, the best garri in the world will be available at #oguntwitterhangout ##url",Normal,88
train_yoruba_00750,"""@username olori ibu omo, omo ale jatijati.""",Abuse,44
